Source,Citations
,"Sapir, Edward  & Edward  Sapir. 1929. Central and North American Languages, Selected Writings of Edward Sapir in Language, Culture, and Personality, 172. Berkeley and Los Angeles: University of California Press. ISBN 0-520-05594-2"
,"Sapir, Edward. 1949. Central and North American Languages, Selected Writings of Edward Sapir in Language, Culture and Personality, 5 edn., 169-178. Berkeley and Los Angeles: University of California Press."
,"Schleicher, August. 1876. Compendium der  vergleichenden Grammatik der indogermanischen Sprachen. Weimar: Hermann Böhlau."
,"Schmidt, Wilhelm. 1926. Die Sprachfamilien und Sprachenkreise der Erde, 146. Heidelberg: Carl Winter."
,"Sebeok, Thomas A. 1942. An Examination of the Austroasiatic Language Family, Language, 3 edn., vol. 18, 206-217. Rochester, NY: Linguistic Society of America."
,"Senft, Gunter  & Gunter  Senft (eds.). 2010. Endangered Austronesian, Papuan and Australian aboriginal languages: essays on language documentation, archiving and revitalization, 19. Canberra, Australia: Pacific Linguistics. ISBN 9780858836235"
,"Shafer, Robert. 1955. Classification of the Sino-Tibetan Languages, Word: Journal of the Linguistic Circle of New York, vol. 11, 94-111. New York, NY: The Linguistic Circle of New York."
,"Solnit, David B. 1988. The Position of Lakkia Within Kadai. In Jerold A. Edmondson & David B. Solnit, Comparative Kadai: Linguistic studies beyond Tai, 219-238. ISBN 0-88312-066-6"
,"Starosta, Stanley. 1995. A Grammatical Subgrouping of Formosan Languages. In Dah-an  Ho, Ying-kuei  Huang, Paul Jen-Kuei Li, Cheng-hwa  Tsang & Chiu-yu  Tseng (eds.), Austronesian Studies Relating to Taiwan, 683-726. Taipei: Symposium Series of the Institute of History and Philology."
,"Starosta, Stanley. 2005. Proto-East Asian and the Origin and Dispersal of the Languages of East and Southeast Asia and the Pacific. In Roger  Blench, Laurent  Sagart & Alicia  Sanchez-Mazas (eds.), The Peopling of East Asia: Putting together archaeology, linguistics and genetics, 182-197. New York: Routledge. ISBN 0-415-32242-1"
,"Starostin, Sergej A. 1991. On the Hypothesis of a Genetic Connection Between the Sino-Tibetan Languages and the Yeniseian and North Caucasian Languages., Dene-Sino-Caucasian Languages. Materials from the First International Interdisciplinary Symposium on Language and Prehistory, Ann Arbor, 8-12 November, 1988. , Bochum Publications in Evolutionary Cultural Semiotics, vol. 32, 12-41. Bochum: Bochumer Universitätsverlag. ISBN 3934453554, 9783934453555, 1984. Гипотеза о генетических связях сино-тибетских языков с енисейскими и северокавказскими языками [Gipoteza o geneticeskix svjazjax sinotibetskix jazykov s enisejskimi i severnokavkazskimi jazykami], Лингвистическая реконструкция и древнейшая история Востока: тезисы и доклады конференции  [Linguistic Reconstruction and the Prehistory of the East], 19-38. Moskow: Nauka."
,"Starostin, Sergej A. 2013. Interactive Maps. The Yeniseian Family, The Tower of Babel. An International Etymological Database Project. http://starling.rinet.ru/maps/maps34.php?lan=en.  (24 September, 2013.)"
,"Strecker, David. 1987. The Hmong-Mien Languages, Linguistics of the Tibeto-Burman Area, vol. 10.2, 1-11."
,"Street, John C. 1962. Review: Vergleichende Grammatik der Altaischen Sprachen,Teil 1, Vergleichende Lautlehre Nikolaus Poppe, Language, vol. 38, 92-98. Rochester, NY: Linguistic Society of America."
,"Subrahmanyam, P. S. 1969. The Central Dravidian Languages, Dravidian Linguistics (Seminar Papers), pp 107-134. Annamalainagar: Annamalai University."
,"Sun, Hongkai. 1999. On the Tibeto-Burman Languages of the Eastern Himalayan Area in China, Linguistics of the Tibeto-Burman Area, vol. 22.2, 61-72."
,"Swadesh, Morris. . Problems of Long-Range Comparison in Penutian, Language, vol. 32, 17-41. Rochester, NY: Linguistic Society of America."
,"Szinnyei, József. 1922. Finnisch-Ugrische Sprachwissenschaft, 9-19. Berlin: Walter de Gruyter."
,"Taguchi, Yoshihisa. 2013. On the Phylogeny of Hmongic languages. Bangkok: 23rd Annual Meeting of the Southeast Asian Linguistics Society. , Ratliff, Martha. 2010. Hmong-Mien language history, vol. 613, 298. Canberra: Pacific Linguistics. ISBN 0858836157"
,"Teeter, Karl V. 1973. Algonquian. In William  Bright, Dell Hathaway Hymes, John  Lotz, Albert  Marckwardt & Jean-Paul  Vinay (eds.), Linguistics in North America, Current Trends in Linguistics, vol. 10, 1143-1163. The Hague: Mouton."
,"Thomas, David D. 1966. Mon-Khmer Subgroupings in Vietnam, 194-202. London: Mouton & Co."
,"Thomas, David D. 1979. The place of Alak, Tampuan, and West Bahnaric, The Mon-Khmer Studies Journal, vol. 8, 171-186."
,"Thomas, David. 1973. A NOTE ON THE BRANCHES OF MON-KHMER, Mon-Khmer Studies, vol. IV. Research Institute for Language and Culture of Asia: SIL International. ISBN 0147-5207"
,"Thomason, Sarah G. 2006. Encyclopedia of Language and Linguistics, vol. 10, 732-734. Oxford: Elsevier."
,"Thomason, Sarah G. 2006. Encyclopedia of Language and Linguistics, vol. 10, 732-734. Oxford: Elsevier. , Czaykowska-Higgins, Ewa  & M. Dale Kinkade (eds.). 1998. Salish Languages and Linguistics: Theoretical and Descriptive Perspectives. Berlin: Mouton de Gruyter. , Campbell, Lyle , Ives  Goddard, Victor  Golla, J. Lachlan Mackenzie, Marianne  Mithun & Mauricio J. Mixco. 2007. Atlas of the World's Languages, 2 edn., 8. London, New York: Routledge."
,"Thurgood, Graham Ward. 1988. Notes on the Reconstruction of Proto-Kam-Sui. In Jerold A. Edmondson & David B. Solnit, Comparative Kadai: Linguistic studies beyond Tai, 179-218. ISBN 0-88312-066-6"
,"Thurgood, Graham Ward. 1994. Tai-Kadai and Austronesian: The Nature of the Historical Relationship, Oceanic Linguistics, No. 2 edn., vol. 33, 345-368."
,"Todd, Evelyn. 1975. Papuan Languages and the New Guinea Linguistic Scene, New Guinea Area Languages and Language, Series C, Pacific Linguistics. Canberra: Australian National University."
,"Todd, Loreto. 1990. Pidgins and Creoles, 2nd edn. New York: Routledge. ISBN 0-415-05311-0"
,"Tryon, Darrell T. 1973. Linguistic Subgrouping in the New Hebrides: A Preliminary Approach, Oceanic Linguistics, No. 1/2 edn., vol. 12, 303-351."
,"Tryon, Darrell T. 1974. Daly Family Languages, Australia, vol. C-32. Canberra: Pacific Linguistics."
,"Tryon, Darrell T. 1976. New Hebrides Languages: An Internal Classification, Series C, Pacific Linguistics, vol. 50. Canberra: Australian National University, School of Pacific Studies."
,"Tryon, Darrell T. 2007. Australasia and the Pacific. In R. E. Asher & Christopher  Moseley (eds.), Atlas of the World's Languages, 97-126. Oxford: Routledge. , Tryon, Darrell T. 2007. Map 35, Australia: Time of Contact, Atlas of the World's Languages, 144-145. Oxford: Routledge."
,"Tryon, Darrell T. 2007. Map 35, Australia: Time of Contact, Atlas of the World's Languages, 144-145. Oxford: Routledge. , Tryon, Darrell T. 2007. Australasia and the Pacific. In R. E. Asher & Christopher  Moseley (eds.), Atlas of the World's Languages, 97-126. Oxford: Routledge."
,"Tsuchida, Shigeru. 2009. Japanese Contribution to the Linguistic Studies of the Formosan Indigenous Languages. In David  Blundell & David  Blundell (eds.), Austronesian Taiwan: Linguistics, History, Ethnology, Prehistory, Revised Edition edn., 71-91. Berkeley, CA: Phoebe A. Hearst Museum of Anthropology."
,"Umaña, Adolfo Constenla. 1990. Una hipótesis sobre la localizacióndel protochibcha y la dispersión de sus descendientes, Filología y Lingüística, vol. 16, 111-23. , Umaña, Adolfo Constenla. 1991. Las lenguas del área intermedia: introducción a su estudio areal  . San Jose: Editorial de la universidad de Costa Rica. ISBN 9977-67-158-3, Constenla, Adolfo. 1981. Comparative Chibchan Phonology. Ann Arbor, MI: University Microfilms International. , Campbell, Lyle. 1997. American Indian Languages: The Historical Linguistics of Native America, 175. Oxford: Oxford University Press. ISBN 0195094271"
,"Verner, G. K. 2013. Енисейские языки. Языки мира. Палеоазиатские языки, Philology.ru. Русский филологический портал. http://www.philology.ru/linguistics4/verner-97.htm.  (25 September, 2013.)"
,"Voegelin, Charles Frederick & Florence Marie Robinett Voegelin. 1966. Languages of the World: Indo-Pacific Fascicle Seven, Anthropological Linguistics, 2 edn., vol. 8, 1-53. Bloomington: Indiana University."
,"Voegelin, Charles Frederick & Florence Marie Robinett Voegelin. 1977. Austro-Asiatic Phylum, Classification and Index of the World's Languages, 33; 189-190; 218-219; 235-241; 300; 302. New York: Elsevier. ISBN 0-444-00155-7"
,"Voegelin, Charles Frederick & Florence Marie Robinett Voegelin. 1977. Classification and Index of the World's Languages, 18-19, 190-191, 234-235, 335, 338-344. New York: Elsevier. ISBN 0-444-00155-7"
,"Voegelin, Charles Frederick & Florence Marie Robinett Voegelin. 1977. Classification and Index of the World's Languages, 82–83; 89–91; 114–116; 153–156; 193–198; 227–228; 243–247; 307–308; 327–328. New York: Elsevier. ISBN 0-444-00155-7"
,"Voegelin, Charles Frederick & Florence Marie Robinett Voegelin. 1977. Classification and Index of the World's Languages. New York: Elsevier. ISBN 0-444-00155-7"
,"Voorhoeve, C L. 1968. The Central and South New Guinea Phylum: a report on the language situation in south New Guinea, Papers in New Guinea Linguistics No. 8, vol. Series A-16, 1-17. Canberra: Pacific Linguistics."
,"Voorhoeve, C L. 1975. Isolates: Irian Jaya. In Stephen A Wurm (ed.),  Papuan languages and the New Guinea linguistic scene: New Guinea area languages and language study, vol. 1, 887-889. Canberra: Dept. of Linguistics, Research School of Pacific Studies, Australian National University."
,"Voorhoeve, C L. 1975. West Papuan Phylum Languages on the Mainland of New Guinea: Bird's Head (Vogelkop) Peninsula. In Stephen A Wurm (ed.),  Papuan languages and the New Guinea linguistic scene: New Guinea area languages and language study, vol. 1, 717-728. Canberra: Dept. of Linguistics, Research School of Pacific Studies, Australian National University."
,"Voorhoeve, C L. 2005. Asmat-Kamoro, Awyu-Dumut and Ok: an enquiry into their linguistics relationships. In Richard  Attenborough, Jack  Golson, Robert  Hide & Andrew K Pawley (eds.), Papuan Pasts: Cultural, Linguistic and Biological Histories of Papuan-Speaking Peoples, 145-166. Canberra: Pacific Linguistics. ISBN 0858835622"
,"Vydrin, Valentin. 2009. On the Problem of the Proto-Mande Homeland, Вопросы языкового родства (Journal of Language Relationship), vol. 1, 107-142. Moscow: Institute of Linguistics for the Russian Academy of Science and the Russian State Humanities University. , Vydrin, Valentin. 2012. Corrections for Mande languages, ms."
,"Wald, Benji. 1994. Sub-Saharan Africa. In R. E. Asher & Christopher  Moseley (eds.), Atlas of the World's Languages, 1 edn., 299-374. London: Routledge. ISBN 0415019257"
,"Welmers, William E. 1971. Niger-Congo, Mande. In Linguistics in Sub-Saharan Africa, Current Trends in Linguistics, vol. 7, 113-139. The Hague: Mouton."
,"Westermann, Diedrich. 1912. The Shilluk People: Their Language and Folklore."
,"Westermann, Diedrich. 1927. Die Westlichen Sudansprachen und ihre Beziehungen Zum Bantu   ."
,"Whinnom, Keith. 1956. Spanish Contact Vernaculars in the Philipine Islands, 11-17. Hong Kong: Hong Kong University Press, Oxford University Press."
,"Williamson, Kay. 1989. Niger-Congo Overview. In John  Bendor-Samuel (ed.), The Niger-Congo Languages, 3-45. Lanham, London & New York: University Press of America."
,"Wilson, William H. 1985. Evidence for an Outlier Source for the Proto Eastern Polynesian Pronominal System, Oceanic Linguistics, no. 1/2 edn., vol. 24, 85-133."
,"Wurm, Stephen A & Liu  Yongquan. 1987. Chinese Dialects in China,  The Language Atlas of China, A-2."
,"Wurm, Stephen A & Liu  Yongquan. 1987. The Chinese Dialects in the Provinces of Jiangxi and Hunan,  The Language Atlas of China, B-11."
,"Wurm, Stephen A. 1972. Languages of Australia and Tasmania. The Hague: Mouton."
,"Wurm, Stephen A. 1975. East Central Trans-New Guinea Phylum Languages. In Stephen A Wurm (ed.),  Papuan languages and the New Guinea linguistic scene: New Guinea area languages and language study, vol. 1, 461-526. Canberra: Dept. of Linguistics, Research School of Pacific Studies, Australian National University."
,"Wurm, Stephen A. 1975. The East Papuan Phylum in General. In Stephen A Wurm (ed.),  Papuan languages and the New Guinea linguistic scene: New Guinea area languages and language study, vol. 1, 783-804. Canberra: Dept. of Linguistics, Research School of Pacific Studies, Australian National University."
,"Wurm, Stephen A. 1975. The Trans-Fly (sub-phylum-level) Stock. In Stephen A Wurm (ed.),  Papuan languages and the New Guinea linguistic scene: New Guinea area languages and language study, vol. 1, 323-344. Canberra: Dept. of Linguistics, Research School of Pacific Studies, Australian National University."
,"Wurm, Stephen A. 1982. Papuan languages of Oceania. Tübingen: Gunter Narr Verlag. ISBN 3878083572"
,"Yang, Quan. 1988. Developmental Tendencies in Kam Phonology. In Jerold A. Edmondson & David B. Solnit, Comparative Kadai: Linguistic studies beyond Tai, 27-42. ISBN 0-88312-066-6"
,"Z'graggen, J. 1975. The Madang-Adelbert Range Sub-Phylum. In Stephen A Wurm (ed.),  Papuan languages and the New Guinea linguistic scene: New Guinea area languages and language study, vol. 1, 569-612. Canberra: Dept. of Linguistics, Research School of Pacific Studies, Australian National University."
,"Zisa, Charles A. 1970. American Indian Languages:  Classifications and List, 20-21. Washington: Clearinghouse for Linguistics. ISBN 76611814"
,"Zisa, Charles A. 1970. American Indian Languages:  Classifications and List, 22-26. Washington: Clearinghouse for Linguistics. ISBN 76611814"
,"Zisa, Charles A. 1970. American Indian Languages:  Classifications and List, 39-40. Washington: Clearinghouse for Linguistics. ISBN 76611814"
,"Zisa, Charles A. 1970. American Indian Languages:  Classifications and List, 41. Washington: Clearinghouse for Linguistics. ISBN 76611814"
,"Zisa, Charles A. 1970. American Indian Languages:  Classifications and List, 42. Washington: Clearinghouse for Linguistics. ISBN 76611814"
,"Zisa, Charles A. 1970. American Indian Languages:  Classifications and List, 43. Washington: Clearinghouse for Linguistics. ISBN 76611814"
,"Zisa, Charles A. 1970. American Indian Languages:  Classifications and List, 44. Washington: Clearinghouse for Linguistics. ISBN 76611814"
,"Zisa, Charles A. 1970. American Indian Languages:  Classifications and List, 6-7. Washington: Clearinghouse for Linguistics. ISBN 76611814"
,"Zisa, Charles A. 1970. American Indian Languages:  Classifications and List, 8-19. Washington: Clearinghouse for Linguistics. ISBN 76611814"
,"Zvelebil, Kamil Vaclav. 1970. Comparative Dravidian Phonology. The Hague: Mouton."
,"Zvelebil, Kamil Vaclav. 1977. A Sketch of Comparative Dravidian Morphology, p55. The Hague : Mouton."
,"van Driem, George. 1997. Sino-Bodic, Bulletin of the School of Oriental and African Studies, vol. 60, 455-488. Cambridge: Cambridge University Press."
,"von Strahlenberg, Phillip Johann. 1730. Gentium Boreo-Orientali um Vulgo Tatarorum Harmonia Linguarum, Das Nord- und Ostliche Theil von Europa und Asia."
